"Indikator","Ausprägung","Jahr","Räumliche Gliederung","Indikatorwert","Basiswert 1","Basiswert 2","Basiswert 3","Basiswert 4","Basiswert 5","Name Basiswert 1","Name Basiswert 2","Name Basiswert 3","Name Basiswert 4","Name Basiswert 5"
"Altersdurchschnitt","Deutsche","2019","Stadt München","42.2","47014691","1115288","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2019","01 Altstadt - Lehel","42.1","658509","15624","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2019","02 Ludwigsvorstadt - Isarvorstadt","38.9","1449223","37233","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2019","03 Maxvorstadt","38.9","1500943","38577","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2019","04 Schwabing - West","41.5","2209877","53205","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2019","05 Au - Haidhausen","40.3","1897608","47135","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2019","06 Sendling","40.6","1219521","30038","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2019","07 Sendling - Westpark","42.3","1806152","42681","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2019","08 Schwanthalerhöhe","37.8","753474","19947","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2019","09 Neuhausen - Nymphenburg","41.7","3139870","75306","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2019","10 Moosach","42.7","1585973","37185","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2019","11 Milbertshofen - Am Hart","40.3","1810412","44958","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2019","12 Schwabing - Freimann","40.9","2266001","55348","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2019","13 Bogenhausen","44","2973176","67624","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2019","14 Berg am Laim","41.8","1323951","31644","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2019","15 Trudering - Riem","40.9","2304195","56273","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2019","16 Ramersdorf - Perlach","43.3","3346763","77375","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2019","17 Obergiesing - Fasangarten","40.9","1531653","37445","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2019","18 Untergiesing - Harlaching","43.9","1771833","40335","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2019","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","44.9","3167940","70566","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2019","20 Hadern","45.2","1633519","36123","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2019","21 Pasing - Obermenzing","43.5","2526694","58128","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2019","22 Aubing - Lochhausen - Langwied","43","1486618","34588","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2019","23 Allach - Untermenzing","43.3","1110677","25679","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2019","24 Feldmoching - Hasenbergl","42.6","1776604","41717","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2019","25 Laim","43.5","1763505","40554","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2018","Stadt München","42.1","46738821","1108919","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2018","01 Altstadt - Lehel","42.1","656628","15600","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2018","02 Ludwigsvorstadt - Isarvorstadt","38.8","1435372","36990","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2018","03 Maxvorstadt","38.8","1489577","38351","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2018","04 Schwabing - West","41.5","2197788","52999","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2018","05 Au - Haidhausen","40","1876646","46910","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2018","06 Sendling","40.6","1216540","29971","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2018","07 Sendling - Westpark","42.3","1796638","42428","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2018","08 Schwanthalerhöhe","37.7","745997","19775","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2018","09 Neuhausen - Nymphenburg","41.7","3119566","74834","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2018","10 Moosach","42.7","1586880","37151","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2018","11 Milbertshofen - Am Hart","40.4","1797284","44473","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2018","12 Schwabing - Freimann","40.8","2248779","55069","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2018","13 Bogenhausen","44.2","2936572","66466","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2018","14 Berg am Laim","41.9","1315865","31396","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2018","15 Trudering - Riem","40.7","2286909","56167","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2018","16 Ramersdorf - Perlach","43.3","3333208","76902","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2018","17 Obergiesing - Fasangarten","40.8","1527023","37400","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2018","18 Untergiesing - Harlaching","43.8","1769047","40352","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2018","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","44.9","3154288","70174","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2018","20 Hadern","45.1","1638125","36300","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2018","21 Pasing - Obermenzing","43.5","2500839","57512","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2018","22 Aubing - Lochhausen - Langwied","43.1","1474779","34223","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2018","23 Allach - Untermenzing","43.4","1098047","25293","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2018","24 Feldmoching - Hasenbergl","42.5","1774510","41737","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2018","25 Laim","43.6","1761914","40446","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2017","Stadt München","42.1","46532544","1104224","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2017","01 Altstadt - Lehel","42.1","650495","15433","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2017","02 Ludwigsvorstadt - Isarvorstadt","38.7","1426264","36807","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2017","03 Maxvorstadt","38.7","1482329","38308","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2017","04 Schwabing - West","41.4","2189318","52909","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2017","05 Au - Haidhausen","39.9","1863283","46748","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2017","06 Sendling","40.5","1210688","29868","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2017","07 Sendling - Westpark","42.4","1799845","42498","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2017","08 Schwanthalerhöhe","37.7","742901","19699","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2017","09 Neuhausen - Nymphenburg","41.6","3103020","74515","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2017","10 Moosach","42.7","1582274","37060","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2017","11 Milbertshofen - Am Hart","40.5","1804776","44584","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2017","12 Schwabing - Freimann","40.9","2221761","54361","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2017","13 Bogenhausen","44.3","2904643","65576","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2017","14 Berg am Laim","41.9","1313699","31328","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2017","15 Trudering - Riem","40.5","2258424","55781","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2017","16 Ramersdorf - Perlach","43.5","3321621","76381","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2017","17 Obergiesing - Fasangarten","40.7","1518711","37320","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2017","18 Untergiesing - Harlaching","43.8","1762941","40254","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2017","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","45","3151541","69957","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2017","20 Hadern","45","1639019","36416","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2017","21 Pasing - Obermenzing","43.4","2491580","57384","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2017","22 Aubing - Lochhausen - Langwied","43.4","1460729","33663","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2017","23 Allach - Untermenzing","43.4","1090499","25150","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2017","24 Feldmoching - Hasenbergl","42.6","1775544","41637","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2017","25 Laim","43.5","1766639","40587","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2016","Stadt München","42.2","46633862","1105696","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2016","01 Altstadt - Lehel","42.1","656457","15582","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2016","02 Ludwigsvorstadt - Isarvorstadt","38.7","1431191","37003","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2016","03 Maxvorstadt","38.8","1493977","38551","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2016","04 Schwabing - West","41.3","2195780","53143","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2016","05 Au - Haidhausen","39.9","1862370","46672","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2016","06 Sendling","40.6","1211980","29884","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2016","07 Sendling - Westpark","42.6","1794936","42148","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2016","08 Schwanthalerhöhe","37.7","745144","19786","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2016","09 Neuhausen - Nymphenburg","41.6","3108087","74660","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2016","10 Moosach","42.7","1590643","37244","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2016","11 Milbertshofen - Am Hart","40.6","1822044","44921","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2016","12 Schwabing - Freimann","41","2214824","54012","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2016","13 Bogenhausen","44.3","2908223","65711","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2016","14 Berg am Laim","42.1","1314290","31243","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2016","15 Trudering - Riem","40.4","2232543","55209","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2016","16 Ramersdorf - Perlach","43.7","3313338","75796","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2016","17 Obergiesing - Fasangarten","40.8","1528627","37512","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2016","18 Untergiesing - Harlaching","43.8","1776159","40516","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2016","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","45.1","3160198","70073","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2016","20 Hadern","44.9","1650327","36771","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2016","21 Pasing - Obermenzing","43.2","2497098","57759","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2016","22 Aubing - Lochhausen - Langwied","43.6","1462284","33553","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2016","23 Allach - Untermenzing","43.3","1089446","25161","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2016","24 Feldmoching - Hasenbergl","42.7","1792644","41957","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2016","25 Laim","43.6","1781252","40829","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2015","Stadt München","42.2","46499722","1102287","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2015","01 Altstadt - Lehel","42.1","654656","15543","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2015","02 Ludwigsvorstadt - Isarvorstadt","38.6","1425920","36911","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2015","03 Maxvorstadt","38.7","1501526","38806","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2015","04 Schwabing - West","41.3","2179230","52746","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2015","05 Au - Haidhausen","39.8","1858235","46681","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2015","06 Sendling","40.5","1204963","29737","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2015","07 Sendling - Westpark","42.7","1784552","41773","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2015","08 Schwanthalerhöhe","37.5","745088","19889","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2015","09 Neuhausen - Nymphenburg","41.6","3100226","74438","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2015","10 Moosach","42.8","1588427","37141","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2015","11 Milbertshofen - Am Hart","40.5","1829280","45126","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2015","12 Schwabing - Freimann","41.1","2175962","52952","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2015","13 Bogenhausen","44.2","2904271","65690","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2015","14 Berg am Laim","42.2","1309191","30991","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2015","15 Trudering - Riem","40.3","2215368","54981","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2015","16 Ramersdorf - Perlach","43.8","3313034","75573","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2015","17 Obergiesing - Fasangarten","40.8","1532024","37579","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2015","18 Untergiesing - Harlaching","43.9","1774370","40448","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2015","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","45.1","3162333","70138","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2015","20 Hadern","44.7","1656912","37059","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2015","21 Pasing - Obermenzing","43.2","2473699","57243","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
