"Indikator","Ausprägung","Jahr","Räumliche Gliederung","Indikatorwert","Basiswert 1","Basiswert 2","Basiswert 3","Basiswert 4","Basiswert 5","Name Basiswert 1","Name Basiswert 2","Name Basiswert 3","Name Basiswert 4","Name Basiswert 5"
"Altersdurchschnitt","Deutsche","2002","10 Moosach","43.1","1522135","35279","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2002","11 Milbertshofen - Am Hart","42.9","1754635","40855","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2002","12 Schwabing - Freimann","41.9","1934721","46220","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2002","13 Bogenhausen","43.6","2626848","60251","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2002","14 Berg am Laim","44","1237653","28137","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2002","15 Trudering - Riem","40.7","1615813","39730","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2002","16 Ramersdorf - Perlach","43.2","3207179","74190","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2002","17 Obergiesing - Fasangarten","43.8","1413165","32284","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2002","18 Untergiesing - Harlaching","45.2","1697653","37546","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2002","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","45.5","2885256","63451","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2002","20 Hadern","44.6","1539904","34512","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2002","21 Pasing - Obermenzing","43.2","2184616","50566","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2002","22 Aubing - Lochhausen - Langwied","43.7","1350063","30882","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2002","23 Allach - Untermenzing","43","958420","22292","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2002","24 Feldmoching - Hasenbergl","43.6","1729405","39672","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2002","25 Laim","45.7","1772818","38822","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2001","Stadt München","43.4","42274280","973490","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2001","01 Altstadt - Lehel","43.8","623028","14235","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2001","02 Ludwigsvorstadt - Isarvorstadt","40.8","1242369","30459","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2001","03 Maxvorstadt","41.7","1318329","31626","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2001","04 Schwabing - West","44.4","1897115","42712","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2001","05 Au - Haidhausen","42.3","1647746","38993","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2001","06 Sendling","41.9","1082252","25855","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2001","07 Sendling - Westpark","44.9","1694339","37762","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2001","08 Schwanthalerhöhe","40.4","600829","14877","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2001","09 Neuhausen - Nymphenburg","43.7","2809443","64263","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2001","10 Moosach","43.1","1516811","35163","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2001","11 Milbertshofen - Am Hart","43.1","1753519","40662","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2001","12 Schwabing - Freimann","41.9","1921264","45855","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2001","13 Bogenhausen","43.6","2606160","59795","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2001","14 Berg am Laim","44.2","1239509","28065","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2001","15 Trudering - Riem","40.8","1580923","38716","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2001","16 Ramersdorf - Perlach","43.1","3210017","74519","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2001","17 Obergiesing - Fasangarten","43.9","1412554","32162","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2001","18 Untergiesing - Harlaching","45.2","1705175","37688","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2001","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","45.4","2886097","63573","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2001","20 Hadern","44.7","1529896","34244","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2001","21 Pasing - Obermenzing","43.2","2176910","50443","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2001","22 Aubing - Lochhausen - Langwied","43.6","1351590","31034","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2001","23 Allach - Untermenzing","43","952626","22147","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2001","24 Feldmoching - Hasenbergl","43.6","1730412","39656","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2001","25 Laim","45.8","1783961","38952","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2000","Stadt München","43.6","42092631","965786","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2000","01 Altstadt - Lehel","43.8","620638","14155","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2000","02 Ludwigsvorstadt - Isarvorstadt","41","1234696","30150","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2000","03 Maxvorstadt","42","1314604","31334","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2000","04 Schwabing - West","44.5","1897666","42645","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2000","05 Au - Haidhausen","42.4","1645693","38771","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2000","06 Sendling","42.1","1077149","25560","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2000","07 Sendling - Westpark","44.9","1692758","37664","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2000","08 Schwanthalerhöhe","40.8","600357","14715","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2000","09 Neuhausen - Nymphenburg","43.9","2814416","64045","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2000","10 Moosach","43.2","1502186","34766","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2000","11 Milbertshofen - Am Hart","43.5","1747081","40171","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2000","12 Schwabing - Freimann","42.2","1896872","44972","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2000","13 Bogenhausen","43.6","2588382","59374","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2000","14 Berg am Laim","44.5","1237505","27823","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2000","15 Trudering - Riem","41.1","1528776","37168","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2000","16 Ramersdorf - Perlach","43.1","3204894","74395","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2000","17 Obergiesing - Fasangarten","44.2","1412685","31939","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2000","18 Untergiesing - Harlaching","45.5","1703953","37436","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2000","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","45.4","2875995","63308","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2000","20 Hadern","44.7","1526491","34163","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2000","21 Pasing - Obermenzing","43.3","2165264","50029","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2000","22 Aubing - Lochhausen - Langwied","43.5","1340834","30847","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2000","23 Allach - Untermenzing","43.1","949047","22030","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2000","24 Feldmoching - Hasenbergl","43.8","1722209","39334","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","Deutsche","2000","25 Laim","46","1791020","38957","","","","Alterssumme - Hauptwohnsitzbevölkerung (deutsch)","Anzahl deutsche Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2019","Stadt München","41.2","64325757","1560042","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2019","01 Altstadt - Lehel","41.7","881811","21126","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2019","02 Ludwigsvorstadt - Isarvorstadt","39.2","2036508","51933","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2019","03 Maxvorstadt","38.7","2007325","51834","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2019","04 Schwabing - West","40.9","2821740","68935","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2019","05 Au - Haidhausen","40.5","2495711","61654","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2019","06 Sendling","40.5","1669557","41256","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2019","07 Sendling - Westpark","41.4","2507312","60498","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2019","08 Schwanthalerhöhe","39.2","1162095","29611","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2019","09 Neuhausen - Nymphenburg","41.2","4132200","100213","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2019","10 Moosach","41.5","2276392","54872","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2019","11 Milbertshofen - Am Hart","39.6","3032017","76559","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2019","12 Schwabing - Freimann","39.5","3103103","78657","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2019","13 Bogenhausen","42.6","3832204","90025","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2019","14 Berg am Laim","41.1","1931287","47000","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2019","15 Trudering - Riem","40.2","2953645","73479","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2019","16 Ramersdorf - Perlach","42","4956750","117918","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2019","17 Obergiesing - Fasangarten","40.6","2210135","54498","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2019","18 Untergiesing - Harlaching","43","2288478","53243","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2019","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","42.9","4191790","97689","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2019","20 Hadern","43.3","2171385","50165","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2019","21 Pasing - Obermenzing","42.2","3224696","76348","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2019","22 Aubing - Lochhausen - Langwied","41.2","2020497","49072","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2019","23 Allach - Untermenzing","41.9","1437449","34277","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2019","24 Feldmoching - Hasenbergl","41.5","2573394","62069","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2019","25 Laim","42.2","2408276","57111","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2018","Stadt München","41.2","63556740","1542210","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2018","01 Altstadt - Lehel","41.7","879399","21100","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2018","02 Ludwigsvorstadt - Isarvorstadt","39","2015904","51644","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2018","03 Maxvorstadt","38.7","1988178","51402","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2018","04 Schwabing - West","40.9","2801423","68527","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2018","05 Au - Haidhausen","40.3","2469866","61356","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2018","06 Sendling","40.5","1658784","40983","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2018","07 Sendling - Westpark","41.5","2472465","59643","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2018","08 Schwanthalerhöhe","39.2","1165842","29743","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2018","09 Neuhausen - Nymphenburg","41.2","4073619","98814","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2018","10 Moosach","41.5","2250154","54223","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2018","11 Milbertshofen - Am Hart","39.7","2979857","75094","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2018","12 Schwabing - Freimann","39.3","3063836","77936","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2018","13 Bogenhausen","42.8","3761279","87950","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2018","14 Berg am Laim","41.1","1895064","46098","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2018","15 Trudering - Riem","40","2926100","73206","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2018","16 Ramersdorf - Perlach","42","4891029","116327","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2018","17 Obergiesing - Fasangarten","40.4","2191390","54256","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2018","18 Untergiesing - Harlaching","42.8","2278847","53184","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2018","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln","43","4154619","96714","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2018","20 Hadern","43.2","2157158","49898","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2018","21 Pasing - Obermenzing","42.4","3160559","74625","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2018","22 Aubing - Lochhausen - Langwied","41.3","1976690","47813","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2018","23 Allach - Untermenzing","42.1","1404814","33355","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2018","24 Feldmoching - Hasenbergl","41.3","2552551","61774","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2018","25 Laim","42.2","2387313","56545","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2017","Stadt München","41.2","62858944","1526056","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2017","01 Altstadt - Lehel","41.7","872419","20926","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2017","02 Ludwigsvorstadt - Isarvorstadt","39","2014344","51632","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2017","03 Maxvorstadt","38.6","1978708","51311","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2017","04 Schwabing - West","40.8","2785594","68265","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2017","05 Au - Haidhausen","40.1","2442727","60937","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2017","06 Sendling","40.4","1643114","40682","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
"Altersdurchschnitt","gesamt","2017","07 Sendling - Westpark","41.4","2458256","59386","","","","Alterssumme - Hauptwohnsitzbevölkerung (gesamt)","Anzahl aller Einwohner mit Hauptwohnsitz","","",""
